0.007;16;0.93;83;78;11;1.53;46;11;2383;0.22;1.66;68;0.09;0.307;0.487;0.49
0.0068;16;0.93;83;78;11;1.53;46;11;2383;0.22;1.66;68;0.09;0.307;0.487;0.49
0.007;11;0.93;83;78;11;1.53;46;11;2383;0.22;1.66;68;0.09;0.307;0.487;0.49
0.007;16;0.88;83;78;11;1.53;46;11;2383;0.22;1.66;68;0.09;0.307;0.487;0.49
0.007;16;0.93;100;78;11;1.53;46;11;2383;0.22;1.66;68;0.09;0.307;0.487;0.49
0.007;16;0.93;83;74;11;1.53;46;11;2383;0.22;1.66;68;0.09;0.307;0.487;0.49
0.007;16;0.93;83;78;14;1.53;46;11;2383;0.22;1.66;68;0.09;0.307;0.487;0.49
0.007;16;0.93;83;78;11;2.12;46;11;2383;0.22;1.66;68;0.09;0.307;0.487;0.49
0.007;16;0.93;83;78;11;1.53;67;11;2383;0.22;1.66;68;0.09;0.307;0.487;0.49
0.007;16;0.93;83;78;11;1.53;46;11;2383;0.22;1.66;68;0.09;0.307;0.487;0.49
0.007;16;0.93;83;78;11;1.53;46;11;2511;0.22;1.66;68;0.09;0.307;0.487;0.49
0.007;16;0.93;83;78;11;1.53;46;11;2383;0.21;1.66;68;0.09;0.307;0.487;0.49
0.007;16;0.93;83;78;11;1.53;46;11;2383;0.22;1.52;68;0.09;0.307;0.487;0.49
0.007;16;0.93;83;78;11;1.53;46;11;2383;0.22;1.66;86;0.09;0.307;0.487;0.49
0.007;16;0.93;83;78;11;1.53;46;11;2383;0.22;1.66;68;0.108;0.307;0.487;0.49
0.007;16;0.93;83;78;11;1.53;46;11;2383;0.22;1.66;68;0.09;0.386;0.487;0.49
0.007;16;0.93;83;78;11;1.53;46;11;2383;0.22;1.66;68;0.09;0.307;0.437;0.49
0.007;16;0.93;83;78;11;1.53;46;11;2383;0.22;1.66;68;0.09;0.307;0.487;0.48
0.0056;13;0.96;75;75;14;1.29;40;10;1975;0.21;1.51;27;0.186;0.278;0.46;0.49
0.0069;13;0.96;75;75;14;1.29;40;10;1975;0.21;1.51;27;0.186;0.278;0.46;0.49
0.0056;15;0.96;75;75;14;1.29;40;10;1975;0.21;1.51;27;0.186;0.278;0.46;0.49
0.0056;13;0.81;75;75;14;1.29;40;10;1975;0.21;1.51;27;0.186;0.278;0.46;0.49
0.0056;13;0.96;75;75;14;1.29;40;10;1975;0.21;1.51;27;0.186;0.278;0.46;0.49
0.0056;13;0.96;75;84;14;1.29;40;10;1975;0.21;1.51;27;0.186;0.278;0.46;0.49
0.0056;13;0.96;75;75;14;1.29;40;10;1975;0.21;1.51;27;0.186;0.278;0.46;0.49
0.0056;13;0.96;75;75;14;1.14;40;10;1975;0.21;1.51;27;0.186;0.278;0.46;0.49
0.0056;13;0.96;75;75;14;1.29;53;10;1975;0.21;1.51;27;0.186;0.278;0.46;0.49
0.0056;13;0.96;75;75;14;1.29;40;9;1975;0.21;1.51;27;0.186;0.278;0.46;0.49
0.0056;13;0.96;75;75;14;1.29;40;10;260;0.21;1.51;27;0.186;0.278;0.46;0.49
0.0056;13;0.96;75;75;14;1.29;40;10;1975;0.21;1.51;27;0.186;0.278;0.46;0.49
0.0056;13;0.96;75;75;14;1.29;40;10;1975;0.21;1.76;27;0.186;0.278;0.46;0.49
0.0056;13;0.96;75;75;14;1.29;40;10;1975;0.21;1.51;68;0.186;0.278;0.46;0.49
0.0056;13;0.96;75;75;14;1.29;40;10;1975;0.21;1.51;27;0.095;0.278;0.46;0.49
0.0056;13;0.96;75;75;14;1.29;40;10;1975;0.21;1.51;27;0.186;0.342;0.46;0.49
0.0056;13;0.96;75;75;14;1.29;40;10;1975;0.21;1.51;27;0.186;0.278;0.547;0.49
0.0056;13;0.96;75;75;14;1.29;40;10;1975;0.21;1.51;27;0.186;0.278;0.46;0.48
0.0067;12;0.96;75;70;12;1.65;45;10;1007;0.26;1.51;65;0.131;0.291;0.45;0.45
0.0054;12;0.96;75;70;12;1.65;45;10;1007;0.26;1.51;65;0.131;0.291;0.45;0.45
0.0067;13;0.96;75;70;12;1.65;45;10;1007;0.26;1.51;65;0.131;0.291;0.45;0.45
0.0067;12;0.83;75;70;12;1.65;45;10;1007;0.26;1.51;65;0.131;0.291;0.45;0.45
0.0067;12;0.96;109;70;12;1.65;45;10;1007;0.26;1.51;65;0.131;0.291;0.45;0.45
0.0067;12;0.96;75;77;12;1.65;45;10;1007;0.26;1.51;65;0.131;0.291;0.45;0.45
0.0067;12;0.96;75;70;15;1.65;45;10;1007;0.26;1.51;65;0.131;0.291;0.45;0.45
0.0067;12;0.96;75;70;12;2.08;45;10;1007;0.26;1.51;65;0.131;0.291;0.45;0.45
0.0067;12;0.96;75;70;12;1.65;50;10;1007;0.26;1.51;65;0.131;0.291;0.45;0.45
0.0067;12;0.96;75;70;12;1.65;45;10;1007;0.26;1.51;65;0.131;0.291;0.45;0.45
0.0067;12;0.96;75;70;12;1.65;45;10;4162;0.26;1.51;65;0.131;0.291;0.45;0.45
0.0067;12;0.96;75;70;12;1.65;45;10;1007;0.29;1.51;65;0.131;0.291;0.45;0.45
0.0067;12;0.96;75;70;12;1.65;45;10;1007;0.26;1.54;65;0.131;0.291;0.45;0.45
0.0067;12;0.96;75;70;12;1.65;45;10;1007;0.26;1.51;33;0.131;0.291;0.45;0.45
0.0067;12;0.96;75;70;12;1.65;45;10;1007;0.26;1.51;65;0.127;0.291;0.45;0.45
0.0067;12;0.96;75;70;12;1.65;45;10;1007;0.26;1.51;65;0.131;0.278;0.45;0.45
0.0067;12;0.96;75;70;12;1.65;45;10;1007;0.26;1.51;65;0.131;0.291;0.462;0.45
0.0067;12;0.96;75;70;12;1.65;45;10;1007;0.26;1.51;65;0.131;0.291;0.45;0.47
0.0053;15;0.81;100;85;16;1.04;41;11;305;0.23;1.69;70;0.131;0.268;0.475;0.45
0.0069;15;0.81;100;85;16;1.04;41;11;305;0.23;1.69;70;0.131;0.268;0.475;0.45
0.0053;13;0.81;100;85;16;1.04;41;11;305;0.23;1.69;70;0.131;0.268;0.475;0.45
0.0053;15;0.81;100;85;16;1.04;41;11;305;0.23;1.69;70;0.131;0.268;0.475;0.45
0.0053;15;0.81;69;85;16;1.04;41;11;305;0.23;1.69;70;0.131;0.268;0.475;0.45
0.0053;15;0.81;100;82;16;1.04;41;11;305;0.23;1.69;70;0.131;0.268;0.475;0.45
0.0053;15;0.81;100;85;15;1.04;41;11;305;0.23;1.69;70;0.131;0.268;0.475;0.45
0.0053;15;0.81;100;85;16;1.34;41;11;305;0.23;1.69;70;0.131;0.268;0.475;0.45
0.0053;15;0.81;100;85;16;1.04;60;11;305;0.23;1.69;70;0.131;0.268;0.475;0.45
0.0053;15;0.81;100;85;16;1.04;41;11;305;0.23;1.69;70;0.131;0.268;0.475;0.45
0.0053;15;0.81;100;85;16;1.04;41;11;3587;0.23;1.69;70;0.131;0.268;0.475;0.45
0.0053;15;0.81;100;85;16;1.04;41;11;305;0.23;1.69;70;0.131;0.268;0.475;0.45
0.0053;15;0.81;100;85;16;1.04;41;11;305;0.23;1.53;70;0.131;0.268;0.475;0.45
0.0053;15;0.81;100;85;16;1.04;41;11;305;0.23;1.69;63;0.131;0.268;0.475;0.45
0.0053;15;0.81;100;85;16;1.04;41;11;305;0.23;1.69;70;0.144;0.268;0.475;0.45
0.0053;15;0.81;100;85;16;1.04;41;11;305;0.23;1.69;70;0.131;0.359;0.475;0.45
0.0053;15;0.81;100;85;16;1.04;41;11;305;0.23;1.69;70;0.131;0.268;0.444;0.45
0.0053;15;0.81;100;85;16;1.04;41;11;305;0.23;1.69;70;0.131;0.268;0.475;0.47
0.0064;11;0.88;92;86;12;1.66;42;9;395;0.22;1.68;47;0.091;0.312;0.553;0.47
0.0066;11;0.88;92;86;12;1.66;42;9;395;0.22;1.68;47;0.091;0.312;0.553;0.47
0.0064;11;0.88;92;86;12;1.66;42;9;395;0.22;1.68;47;0.091;0.312;0.553;0.47
0.0064;11;0.83;92;86;12;1.66;42;9;395;0.22;1.68;47;0.091;0.312;0.553;0.47
0.0064;11;0.88;102;86;12;1.66;42;9;395;0.22;1.68;47;0.091;0.312;0.553;0.47
0.0064;11;0.88;92;85;12;1.66;42;9;395;0.22;1.68;47;0.091;0.312;0.553;0.47
